country,association_name,official_name,association_code,member_id,overall_rank,overall_country_coefficient,season_rank,season_country_coefficient,uefa_season_year,overall_source_url,season_source_url,scraped_at_utc
Türkiye,Türki̇ye,Türki̇ye,TUR,135,10,32.291,8,6.5,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,11,32.125,7,7.375,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,12,28.875,11,5.875,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,13,22.375,27,1.875,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,14,22.125,13,4.875,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,15,21.9,9,6.125,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,16,21.75,21,4.125,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,17,21.249,24,2.25,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,18,21.125,26,2.125,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,19,20.165,16,4.5,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,20,19.998,20,4.166,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,21,19.916,10,5.875,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,22,17.45,18,4.2,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,23,17.375,22,3.625,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,24,16.716,31,1.5,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,25,15.29,14,4.833,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Romania,Romania,Romania,ROU,113,26,14.79,17,4.333,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,27,12.832,23,2.5,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,28,9.165,25,2.166,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,29,8.998,33,1.333,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,30,6.832,32,1.5,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Latvia,Latvia,Latvia,LVA,56558,31,5.998,34,0.833,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,32,5.874,28,1.666,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,60094,33,5.499,29,1.666,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Georgia,Georgia,Georgia,GEO,57157,34,4.999,40,0.333,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,35,4.83,30,1.666,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,36,4.165,35,0.833,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,37,3.582,36,0.666,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,38,3.332,38,0.5,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,39,3.331,43,0.333,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Republic of Ireland,Republic of Ireland,Republic of Ireland,IRL,64,40,3.164,44,0.333,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Armenia,Armenia,Armenia,ARM,57419,41,2.831,37,0.666,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,42,2.332,45,0.333,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,43,2.0,51,0.0,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Albania,Albania,Albania,ALB,2,44,1.831,42,0.333,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Northern Ireland,Northern Ireland,Northern Ireland,NIR,63,45,1.665,39,0.5,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Estonia,Estonia,Estonia,EST,56556,46,1.665,41,0.333,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Luxembourg,Luxembourg,Luxembourg,LUX,82,47,1.498,46,0.166,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,48,1.165,48,0.166,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,49,0.832,49,0.0,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,50,0.666,47,0.166,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,51,0.0,50,0.0,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,52,0.0,48,0.0,2004,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2004,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2004,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,1,48.652,3,8.208,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,2,41.729,1,10.277,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,3,40.382,2,9.24,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,4,32.649,5,7.542,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,5,32.333,6,6.977,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,6,29.479,8,5.39,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,7,26.29,4,7.92,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,8,23.43,11,4.07,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,9,20.953,12,4.042,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,10,20.953,15,3.135,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Türkiye,Türki̇ye,Türki̇ye,TUR,135,11,19.744,14,3.547,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,12,18.446,24,1.897,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,13,16.939,7,6.6,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,14,16.416,10,5.032,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,15,16.4,9,5.346,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,16,14.437,18,2.392,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,17,14.025,16,2.805,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,18,13.858,27,1.65,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,19,13.775,26,1.732,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,20,13.331,19,2.31,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,21,12.237,30,1.567,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,22,11.961,23,1.98,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,23,11.352,35,0.99,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,24,10.78,17,2.75,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Romania,Romania,Romania,ROU,113,25,10.202,13,3.63,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,26,10.153,22,1.98,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,27,7.7,37,0.88,2005,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2005,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2005,2026-02-13T21:37:57.705796+00:00
